mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
8.394,1.178,6.262,10.555,0.013,0.01,8788.0,2913.0,1.0
9.651,1.446,7.214,12.5,0.017,0.013,8725.0,2678.0,1.0
0.029,0.907,-1.671,1.763,0.01,0.015,8291.0,3188.0,1.0
-0.008,0.916,-1.717,1.755,0.011,0.015,7396.0,3156.0,1.0
0.426,0.971,-1.415,2.173,0.013,0.014,5338.0,2949.0,1.0
0.479,0.99,-1.388,2.252,0.014,0.014,4640.0,3543.0,1.0
-0.226,0.899,-1.865,1.484,0.011,0.014,7113.0,3321.0,1.0
-0.343,0.899,-2.018,1.401,0.012,0.013,5605.0,3236.0,1.0
0.348,0.954,-1.399,2.157,0.012,0.014,6245.0,2910.0,1.0
-0.425,0.939,-2.179,1.361,0.012,0.014,5811.0,2910.0,1.0
-0.039,0.896,-1.785,1.643,0.011,0.014,7196.0,3578.0,1.0
0.11,0.896,-1.66,1.723,0.01,0.014,7310.0,3349.0,1.0
0.485,1.006,-1.455,2.211,0.014,0.015,5126.0,3383.0,1.0
0.335,0.938,-1.567,1.996,0.012,0.016,5865.0,2911.0,1.0
-0.016,0.894,-1.675,1.636,0.011,0.014,6971.0,3209.0,1.0
-0.055,0.896,-1.721,1.657,0.01,0.014,7864.0,3210.0,1.0
-0.262,0.918,-1.874,1.615,0.01,0.014,7976.0,3131.0,1.0
0.135,0.92,-1.63,1.853,0.011,0.015,7231.0,2831.0,1.0
0.042,0.926,-1.756,1.787,0.011,0.015,6603.0,2823.0,1.0
-0.009,0.907,-1.788,1.645,0.011,0.016,6585.0,2559.0,1.0
-0.288,0.922,-1.998,1.397,0.011,0.015,6730.0,3117.0,1.0
-0.177,0.891,-1.971,1.439,0.011,0.014,7024.0,3162.0,1.0
0.273,0.953,-1.5,2.05,0.012,0.015,6777.0,3115.0,1.0
-0.414,0.942,-2.215,1.323,0.012,0.014,6005.0,3283.0,1.0
-0.154,0.893,-1.811,1.557,0.01,0.015,8316.0,3368.0,1.0
-0.631,0.994,-2.46,1.205,0.017,0.014,3698.0,2899.0,1.0
-0.196,0.925,-1.819,1.661,0.01,0.016,7796.0,2807.0,1.0
0.258,0.931,-1.585,1.878,0.01,0.015,8135.0,3414.0,1.0
0.061,0.902,-1.581,1.78,0.011,0.016,7108.0,3065.0,1.0
0.025,0.894,-1.636,1.715,0.01,0.016,8498.0,2965.0,1.0
0.016,0.913,-1.695,1.698,0.01,0.015,7639.0,2901.0,1.0
0.374,0.957,-1.51,2.094,0.013,0.014,5424.0,3078.0,1.0
-0.205,0.932,-1.936,1.624,0.011,0.016,6731.0,2924.0,1.0
0.347,0.944,-1.509,2.074,0.012,0.015,6156.0,3027.0,1.0
-0.009,0.899,-1.638,1.767,0.01,0.015,7578.0,3047.0,1.0
-0.025,0.885,-1.773,1.618,0.01,0.015,7099.0,2749.0,1.0
0.462,0.944,-1.36,2.216,0.013,0.014,5396.0,3209.0,1.0
0.503,0.966,-1.378,2.214,0.014,0.014,5129.0,3195.0,1.0
-0.251,0.912,-1.852,1.572,0.011,0.014,6607.0,3194.0,1.0
-0.354,0.942,-2.079,1.402,0.012,0.014,5915.0,3354.0,1.0
0.353,0.925,-1.481,2.024,0.011,0.014,6487.0,2864.0,1.0
-0.429,0.936,-2.15,1.383,0.012,0.014,5745.0,3125.0,1.0
-0.058,0.919,-1.637,1.786,0.011,0.015,7617.0,3314.0,1.0
0.117,0.887,-1.587,1.717,0.011,0.016,6327.0,3024.0,1.0
0.539,0.998,-1.389,2.316,0.016,0.015,3894.0,3030.0,1.0
0.346,0.945,-1.484,2.094,0.012,0.014,6213.0,3278.0,1.0
-0.048,0.915,-1.864,1.552,0.011,0.016,7519.0,3086.0,1.0
-0.076,0.901,-1.8,1.597,0.011,0.015,6669.0,3252.0,1.0
-0.273,0.935,-2.027,1.546,0.012,0.015,6237.0,2688.0,1.0
0.106,0.911,-1.565,1.872,0.01,0.015,7874.0,3353.0,1.0
0.012,0.898,-1.765,1.585,0.01,0.015,7497.0,3069.0,1.0
-0.027,0.922,-1.784,1.711,0.01,0.015,7802.0,3447.0,1.0
-0.323,0.923,-2.068,1.412,0.011,0.013,7127.0,3320.0,1.0
-0.199,0.917,-1.842,1.612,0.01,0.015,7624.0,3061.0,1.0
0.265,0.927,-1.392,2.07,0.011,0.015,6967.0,3006.0,1.0
-0.442,0.937,-2.052,1.456,0.012,0.014,6028.0,3461.0,1.0
-0.19,0.899,-1.825,1.551,0.01,0.015,7591.0,2762.0,1.0
-0.622,1.018,-2.415,1.364,0.017,0.014,3709.0,2984.0,1.0
-0.229,0.898,-1.984,1.377,0.011,0.014,6221.0,3312.0,1.0
0.252,0.908,-1.586,1.909,0.01,0.015,7386.0,3028.0,1.0
0.032,0.893,-1.634,1.716,0.01,0.015,7558.0,2835.0,1.0
-0.007,0.9,-1.755,1.636,0.01,0.015,8065.0,3180.0,1.0
0.006,0.912,-1.731,1.654,0.01,0.015,8284.0,3177.0,1.0
0.412,0.947,-1.494,2.105,0.012,0.014,5874.0,3081.0,1.0
-0.198,0.931,-2.013,1.478,0.011,0.015,7224.0,3162.0,1.0
0.357,0.915,-1.392,2.087,0.011,0.015,6665.0,2750.0,1.0
-0.04,0.923,-1.814,1.677,0.011,0.015,7028.0,3015.0,1.0
-0.062,0.906,-1.694,1.694,0.011,0.016,6152.0,3029.0,1.0
0.488,0.93,-1.236,2.262,0.013,0.014,4966.0,3199.0,1.0
0.482,0.959,-1.323,2.31,0.014,0.013,4632.0,3236.0,1.0
-0.254,0.95,-2.037,1.503,0.011,0.015,7085.0,2871.0,1.0
-0.353,0.955,-2.144,1.503,0.012,0.015,5982.0,3038.0,1.0
0.354,0.887,-1.326,2.094,0.011,0.013,6654.0,3194.0,1.0
-0.408,0.993,-2.22,1.466,0.012,0.016,6304.0,3131.0,1.0
-0.083,0.893,-1.692,1.658,0.011,0.014,7198.0,3023.0,1.0
0.078,0.884,-1.486,1.808,0.011,0.015,6739.0,2985.0,1.0
0.572,0.952,-1.433,2.171,0.014,0.014,4272.0,2671.0,1.0
0.341,0.893,-1.385,2.028,0.012,0.013,5699.0,3156.0,1.0
-0.056,0.89,-1.747,1.626,0.01,0.014,7541.0,3513.0,1.0
-0.098,0.902,-1.76,1.614,0.011,0.014,7283.0,3199.0,1.0
-0.293,0.94,-2.038,1.524,0.011,0.016,6983.0,2758.0,1.0
0.096,0.913,-1.604,1.87,0.01,0.016,7679.0,3069.0,1.0
0.003,0.903,-1.708,1.75,0.011,0.015,7219.0,3106.0,1.0
-0.055,0.923,-1.78,1.624,0.01,0.016,8036.0,3149.0,1.0
-0.301,0.962,-2.061,1.522,0.012,0.016,6202.0,3034.0,1.0
-0.201,0.933,-1.904,1.612,0.011,0.015,7068.0,3101.0,1.0
0.251,0.906,-1.375,2.051,0.011,0.014,6517.0,3256.0,1.0
-0.411,0.977,-2.134,1.53,0.013,0.015,5816.0,2833.0,1.0
-0.195,0.919,-1.921,1.548,0.01,0.015,8091.0,3020.0,1.0
-0.531,1.047,-2.467,1.338,0.018,0.016,3455.0,3112.0,1.0
-0.235,0.921,-2.001,1.443,0.011,0.015,7564.0,2858.0,1.0
0.231,0.886,-1.525,1.845,0.011,0.013,7010.0,3491.0,1.0
0.012,0.903,-1.701,1.745,0.011,0.014,6652.0,3281.0,1.0
-0.031,0.891,-1.703,1.635,0.011,0.016,6789.0,2663.0,1.0
-0.031,0.914,-1.888,1.602,0.01,0.016,7719.0,2928.0,1.0
0.384,0.92,-1.437,2.054,0.012,0.013,5791.0,3185.0,1.0
-0.214,0.913,-1.93,1.501,0.012,0.016,6009.0,2839.0,1.0
0.336,0.893,-1.346,1.96,0.011,0.014,7173.0,2932.0,1.0
0.335,0.222,0.0,0.722,0.003,0.002,4309.0,2597.0,1.0
0.333,0.219,0.0,0.72,0.003,0.002,4342.0,2298.0,1.0
0.294,0.227,0.0,0.72,0.005,0.004,1786.0,2562.0,1.0
0.305,0.236,0.001,0.744,0.005,0.004,1970.0,2973.0,1.0
0.358,0.232,0.0,0.76,0.004,0.003,3005.0,2363.0,1.0
0.356,0.24,0.001,0.777,0.004,0.003,2951.0,2708.0,1.0
0.305,0.225,0.0,0.722,0.004,0.003,2704.0,2151.0,1.0
0.359,0.242,0.001,0.774,0.005,0.003,2571.0,3246.0,1.0
0.337,0.224,0.0,0.735,0.003,0.002,4503.0,2568.0,1.0
0.325,0.217,0.0,0.706,0.003,0.002,3884.0,2336.0,1.0
0.293,0.239,0.0,0.746,0.006,0.004,1938.0,2942.0,1.0
0.313,0.228,0.0,0.728,0.004,0.003,2928.0,2878.0,1.0
0.338,0.216,0.002,0.722,0.003,0.002,4271.0,2596.0,1.0
0.342,0.218,0.0,0.717,0.003,0.003,3581.0,2571.0,1.0
0.356,0.233,0.0,0.759,0.004,0.003,3078.0,2483.0,1.0
0.325,0.219,0.0,0.713,0.003,0.002,3991.0,2692.0,1.0
0.33,0.217,0.0,0.713,0.003,0.002,4250.0,2521.0,1.0
0.339,0.218,0.0,0.722,0.003,0.002,3760.0,2268.0,1.0
0.356,0.236,0.0,0.768,0.004,0.003,2870.0,2457.0,1.0
0.35,0.225,0.0,0.741,0.004,0.003,3636.0,2746.0,1.0
0.315,0.221,0.0,0.716,0.004,0.003,2955.0,2591.0,1.0
0.361,0.242,0.001,0.788,0.005,0.004,2255.0,3018.0,1.0
0.345,0.226,0.0,0.732,0.004,0.003,3437.0,2645.0,1.0
0.369,0.265,0.0,0.816,0.007,0.005,1445.0,2822.0,1.0
0.346,0.224,0.002,0.733,0.004,0.002,3764.0,2693.0,1.0
0.316,0.222,0.0,0.709,0.004,0.003,3594.0,2894.0,1.0
0.334,0.219,0.001,0.725,0.003,0.002,3707.0,2664.0,1.0
0.335,0.217,0.0,0.715,0.003,0.002,4099.0,2687.0,1.0
0.331,0.22,0.001,0.722,0.003,0.002,4248.0,2675.0,1.0
0.302,0.224,0.0,0.709,0.005,0.003,2451.0,2599.0,1.0
0.347,0.23,0.0,0.738,0.004,0.003,2829.0,2230.0,1.0
0.306,0.224,0.0,0.719,0.005,0.003,2416.0,3347.0,1.0
0.332,0.22,0.001,0.718,0.003,0.002,4552.0,3241.0,1.0
0.33,0.22,0.0,0.713,0.003,0.002,4116.0,2707.0,1.0
0.333,0.239,0.0,0.767,0.006,0.004,1599.0,2645.0,1.0
0.331,0.243,0.0,0.764,0.006,0.004,1918.0,3070.0,1.0
0.326,0.224,0.0,0.718,0.004,0.003,3348.0,2768.0,1.0
0.334,0.233,0.0,0.751,0.004,0.003,2890.0,2384.0,1.0
0.327,0.232,0.0,0.751,0.005,0.003,2586.0,2681.0,1.0
0.338,0.239,0.002,0.767,0.005,0.004,2289.0,2637.0,1.0
0.333,0.224,0.0,0.726,0.003,0.003,3828.0,2257.0,1.0
0.334,0.223,0.0,0.727,0.003,0.003,3746.0,2221.0,1.0
0.328,0.248,0.0,0.778,0.006,0.004,1602.0,2738.0,1.0
0.328,0.226,0.0,0.729,0.004,0.003,2525.0,2406.0,1.0
0.335,0.223,0.0,0.725,0.003,0.002,4337.0,2469.0,1.0
0.331,0.218,0.001,0.723,0.003,0.002,4077.0,2831.0,1.0
0.338,0.233,0.001,0.754,0.004,0.003,3709.0,3135.0,1.0
0.331,0.215,0.0,0.708,0.003,0.002,4127.0,2373.0,1.0
0.332,0.222,0.0,0.722,0.003,0.003,4134.0,2570.0,1.0
0.334,0.223,0.0,0.73,0.003,0.002,3830.0,2578.0,1.0
0.337,0.237,0.0,0.75,0.004,0.003,2977.0,2278.0,1.0
0.336,0.225,0.001,0.732,0.004,0.003,3418.0,2784.0,1.0
0.325,0.228,0.0,0.731,0.004,0.003,3342.0,2876.0,1.0
0.335,0.24,0.0,0.759,0.005,0.004,1979.0,2401.0,1.0
0.34,0.222,0.0,0.726,0.004,0.003,3801.0,3149.0,1.0
0.346,0.259,0.0,0.801,0.007,0.005,1471.0,2839.0,1.0
0.337,0.224,0.0,0.744,0.004,0.003,3141.0,2686.0,1.0
0.335,0.228,0.001,0.738,0.004,0.003,3502.0,2595.0,1.0
0.332,0.22,0.0,0.713,0.003,0.002,3738.0,2766.0,1.0
0.331,0.217,0.001,0.714,0.003,0.002,4144.0,2920.0,1.0
0.335,0.223,0.0,0.726,0.003,0.002,4411.0,2627.0,1.0
0.333,0.236,0.001,0.757,0.005,0.003,2437.0,2761.0,1.0
0.329,0.227,0.001,0.735,0.004,0.003,2726.0,2749.0,1.0
0.33,0.231,0.0,0.741,0.005,0.003,2425.0,3194.0,1.0
0.332,0.222,0.0,0.73,0.003,0.002,4827.0,2814.0,1.0
0.337,0.224,0.001,0.732,0.004,0.003,3790.0,2666.0,1.0
0.373,0.249,0.0,0.792,0.006,0.004,1855.0,2943.0,1.0
0.364,0.246,0.0,0.783,0.005,0.004,2031.0,2744.0,1.0
0.316,0.225,0.0,0.723,0.004,0.003,3633.0,2585.0,1.0
0.309,0.228,0.0,0.727,0.004,0.003,2927.0,2842.0,1.0
0.368,0.238,0.0,0.778,0.005,0.003,2704.0,2974.0,1.0
0.303,0.23,0.0,0.722,0.005,0.003,2517.0,2670.0,1.0
0.33,0.224,0.001,0.727,0.003,0.002,4183.0,2727.0,1.0
0.341,0.224,0.0,0.724,0.003,0.002,3835.0,3049.0,1.0
0.379,0.257,0.0,0.816,0.006,0.004,1809.0,2461.0,1.0
0.36,0.236,0.0,0.767,0.004,0.003,3069.0,2649.0,1.0
0.328,0.219,0.0,0.71,0.003,0.002,4491.0,3106.0,1.0
0.327,0.216,0.0,0.707,0.003,0.002,3811.0,2569.0,1.0
0.306,0.224,0.0,0.718,0.004,0.003,3017.0,2085.0,1.0
0.344,0.222,0.0,0.736,0.003,0.002,3983.0,2857.0,1.0
0.339,0.22,0.001,0.729,0.003,0.002,4831.0,2822.0,1.0
0.327,0.219,0.0,0.716,0.003,0.002,4323.0,3061.0,1.0
0.307,0.223,0.0,0.72,0.004,0.003,2665.0,2508.0,1.0
0.314,0.217,0.0,0.71,0.004,0.003,3539.0,3132.0,1.0
0.36,0.231,0.0,0.758,0.004,0.003,3526.0,2856.0,1.0
0.303,0.229,0.0,0.728,0.005,0.003,2609.0,3238.0,1.0
0.315,0.216,0.001,0.696,0.003,0.002,3549.0,2657.0,1.0
0.286,0.241,0.0,0.763,0.006,0.005,1498.0,2575.0,1.0
0.316,0.22,0.001,0.717,0.003,0.003,3783.0,2871.0,1.0
0.349,0.231,0.0,0.753,0.004,0.003,3315.0,2719.0,1.0
0.334,0.22,0.0,0.72,0.003,0.002,4352.0,2683.0,1.0
0.334,0.219,0.001,0.732,0.003,0.002,4104.0,2850.0,1.0
0.334,0.219,0.0,0.723,0.003,0.002,4242.0,2880.0,1.0
0.364,0.239,0.0,0.775,0.005,0.003,2431.0,2755.0,1.0
0.324,0.224,0.0,0.723,0.004,0.003,3624.0,2910.0,1.0
0.364,0.237,0.001,0.776,0.005,0.003,2551.0,3224.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5430.0,2419.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5187.0,2231.0,1.0
0.028,0.029,0.0,0.082,0.001,0.0,2303.0,2430.0,1.0
0.029,0.029,0.0,0.083,0.001,0.0,2734.0,2741.0,1.0
0.033,0.029,0.0,0.087,0.0,0.0,3747.0,2166.0,1.0
0.034,0.032,0.0,0.094,0.0,0.0,3955.0,2684.0,1.0
0.029,0.029,0.0,0.081,0.0,0.0,3630.0,2125.0,1.0
0.034,0.032,0.0,0.094,0.0,0.0,3376.0,3087.0,1.0
0.032,0.029,0.0,0.086,0.0,0.0,5226.0,2326.0,1.0
0.03,0.029,0.0,0.084,0.0,0.0,4928.0,1890.0,1.0
0.028,0.029,0.0,0.082,0.001,0.0,2616.0,2664.0,1.0
0.029,0.029,0.0,0.083,0.0,0.0,4014.0,2561.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5063.0,2263.0,1.0
0.032,0.03,0.0,0.089,0.0,0.0,4878.0,2201.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,3763.0,2079.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,5135.0,2654.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,4923.0,2637.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,4553.0,2258.0,1.0
0.033,0.032,0.0,0.091,0.0,0.0,3982.0,2339.0,1.0
0.033,0.03,0.0,0.087,0.0,0.0,4731.0,2481.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,3646.0,2698.0,1.0
0.034,0.032,0.0,0.093,0.001,0.0,2971.0,2764.0,1.0
0.033,0.031,0.0,0.089,0.0,0.0,4692.0,2711.0,1.0
0.035,0.034,0.0,0.1,0.001,0.001,2020.0,2716.0,1.0
0.033,0.031,0.0,0.087,0.0,0.0,4925.0,2759.0,1.0
0.03,0.029,0.0,0.085,0.0,0.0,4003.0,2822.0,1.0
0.031,0.028,0.0,0.081,0.0,0.0,5007.0,2314.0,1.0
0.032,0.029,0.0,0.083,0.0,0.0,4873.0,2580.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,5453.0,2465.0,1.0
0.028,0.029,0.0,0.081,0.0,0.0,3075.0,2300.0,1.0
0.033,0.031,0.0,0.089,0.0,0.0,3718.0,1789.0,1.0
0.028,0.028,0.0,0.08,0.0,0.0,3124.0,2936.0,1.0
0.031,0.028,0.0,0.083,0.0,0.0,5732.0,3014.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4767.0,2275.0,1.0
0.031,0.031,0.0,0.087,0.001,0.0,2365.0,2057.0,1.0
0.031,0.031,0.0,0.088,0.001,0.0,2573.0,2809.0,1.0
0.03,0.028,0.0,0.082,0.0,0.0,4100.0,2509.0,1.0
0.032,0.031,0.0,0.088,0.0,0.0,3427.0,2338.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,3934.0,2358.0,1.0
0.032,0.031,0.0,0.088,0.001,0.0,3252.0,2880.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5339.0,2317.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,4756.0,2063.0,1.0
0.031,0.032,0.0,0.091,0.001,0.0,2228.0,2576.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,2949.0,2350.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,5253.0,2394.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4807.0,2641.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,4972.0,2715.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,5399.0,2123.0,1.0
0.031,0.03,0.0,0.085,0.0,0.0,5374.0,2517.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,4447.0,2397.0,1.0
0.032,0.032,0.0,0.091,0.0,0.0,3563.0,1962.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,4566.0,2404.0,1.0
0.031,0.031,0.0,0.087,0.0,0.0,4478.0,2276.0,1.0
0.032,0.031,0.0,0.089,0.001,0.0,2986.0,2354.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,4682.0,2682.0,1.0
0.033,0.034,0.0,0.097,0.001,0.001,1992.0,2727.0,1.0
0.031,0.029,0.0,0.086,0.0,0.0,4091.0,2517.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4237.0,2541.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5107.0,2649.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5213.0,2634.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,5382.0,2420.0,1.0
0.031,0.03,0.0,0.087,0.0,0.0,3177.0,2253.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,3512.0,2568.0,1.0
0.031,0.029,0.0,0.087,0.001,0.0,2726.0,3166.0,1.0
0.031,0.03,0.0,0.086,0.0,0.0,5995.0,2640.0,1.0
0.032,0.029,0.0,0.084,0.0,0.0,5575.0,2438.0,1.0
0.035,0.034,0.0,0.098,0.001,0.0,2774.0,2781.0,1.0
0.034,0.033,0.0,0.093,0.001,0.0,2746.0,2688.0,1.0
0.03,0.03,0.0,0.087,0.0,0.0,4666.0,2413.0,1.0
0.029,0.029,0.0,0.082,0.0,0.0,3757.0,2704.0,1.0
0.034,0.031,0.0,0.091,0.0,0.0,3526.0,2817.0,1.0
0.028,0.029,0.0,0.082,0.0,0.0,3229.0,2760.0,1.0
0.031,0.029,0.0,0.083,0.0,0.0,4859.0,2616.0,1.0
0.032,0.03,0.0,0.086,0.0,0.0,4718.0,2617.0,1.0
0.036,0.034,0.0,0.096,0.001,0.0,2434.0,2135.0,1.0
0.034,0.031,0.0,0.092,0.0,0.0,3550.0,2531.0,1.0
0.031,0.03,0.0,0.084,0.0,0.0,5988.0,2790.0,1.0
0.03,0.028,0.0,0.08,0.0,0.0,4577.0,2275.0,1.0
0.029,0.029,0.0,0.085,0.0,0.0,3856.0,1823.0,1.0
0.032,0.029,0.0,0.085,0.0,0.0,5191.0,2701.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,5627.0,2652.0,1.0
0.03,0.028,0.0,0.08,0.0,0.0,5101.0,2695.0,1.0
0.028,0.027,0.0,0.078,0.0,0.0,4007.0,2346.0,1.0
0.029,0.028,0.0,0.08,0.0,0.0,4846.0,2857.0,1.0
0.033,0.03,0.0,0.088,0.0,0.0,4473.0,2829.0,1.0
0.029,0.029,0.0,0.084,0.0,0.0,3178.0,3130.0,1.0
0.03,0.029,0.0,0.08,0.0,0.0,4145.0,2347.0,1.0
0.027,0.03,0.0,0.085,0.001,0.0,2055.0,2595.0,1.0
0.03,0.029,0.0,0.082,0.0,0.0,4667.0,2879.0,1.0
0.032,0.03,0.0,0.087,0.0,0.0,4601.0,2673.0,1.0
0.031,0.029,0.0,0.082,0.0,0.0,4881.0,2448.0,1.0
0.031,0.029,0.0,0.085,0.0,0.0,4653.0,2825.0,1.0
0.031,0.029,0.0,0.084,0.0,0.0,5459.0,2519.0,1.0
0.034,0.032,0.0,0.091,0.0,0.0,3548.0,2442.0,1.0
0.03,0.03,0.0,0.083,0.0,0.0,4735.0,2659.0,1.0
0.034,0.031,0.0,0.092,0.001,0.0,2894.0,2226.0,1.0
-0.006,0.091,-0.178,0.163,0.001,0.001,4038.0,3679.0,1.0
-0.017,0.095,-0.192,0.161,0.001,0.001,4570.0,3898.0,1.0
0.269,0.09,0.105,0.438,0.001,0.001,3971.0,3932.0,1.0
0.287,0.093,0.117,0.452,0.001,0.001,4167.0,3563.0,1.0
-0.137,0.097,-0.313,0.052,0.001,0.001,4275.0,3437.0,1.0
-0.197,0.097,-0.376,-0.015,0.002,0.001,3670.0,3601.0,1.0
0.201,0.091,0.041,0.385,0.001,0.001,4007.0,3812.0,1.0
-0.238,0.1,-0.43,-0.057,0.002,0.001,4226.0,3643.0,1.0
-0.032,0.094,-0.22,0.135,0.001,0.001,4379.0,3579.0,1.0
0.056,0.088,-0.118,0.212,0.001,0.001,3764.0,3544.0,1.0
0.329,0.094,0.157,0.507,0.001,0.001,3978.0,3579.0,1.0
0.191,0.094,0.022,0.376,0.002,0.001,3738.0,3623.0,1.0
-0.027,0.092,-0.2,0.142,0.001,0.001,4117.0,3665.0,1.0
-0.047,0.092,-0.221,0.12,0.001,0.001,4131.0,3905.0,1.0
-0.158,0.097,-0.33,0.034,0.001,0.001,4407.0,3713.0,1.0
0.062,0.089,-0.1,0.231,0.001,0.001,3923.0,3473.0,1.0
0.011,0.089,-0.148,0.184,0.001,0.001,4549.0,3768.0,1.0
